witness_id,claim_id,witness_first_name,witness_middle_name,witness_last_name,witness_full_name,witness_mobile,witness_email,witness_gender,witness_dob,witness_gov_id,member_id
WIT-10192,CLM-02571,Watika,,Luthra,Watika Luthra,99677934587,watika61@live.com,F,1976-10-28,AADHAR-9963-4195-1444,
WIT-10193,CLM-00608,Vansha,,Nigam,Vansha Nigam,97868995768,vansha51@gmail.com,F,1960-12-20,VOTER-E925076,
WIT-10194,CLM-00608,Keya,,Mandal,Keya Mandal,97494140986,keya42@hotmail.com,F,1983-02-05,AADHAR-2710-8194-9619,
WIT-10195,CLM-01594,Isaac,,Keer,Isaac Keer,97553045638,isaac28@outlook.co.in,M,1956-03-06,AADHAR-7972-6089-9343,
WIT-10196,CLM-01594,Falguni,,Datta,Falguni Datta,97132935515,falguni80@yahoo.com,F,1970-04-09,AADHAR-8334-7480-7618,
WIT-10197,CLM-02377,Ranbir,,Murthy,Ranbir Murthy,98687420985,ranbir99@rediffmail.com,M,1996-04-12,AADHAR-9057-7669-8391,MEM-11799
WIT-10198,CLM-00205,Tripti,,Seshadri,Tripti Seshadri,98488319945,tripti66@yahoo.com,F,2005-12-05,UID-359504640559,
WIT-10199,CLM-00205,Orinder,,Comar,Orinder Comar,99514810346,orinder66@yahoo.com,M,1965-10-02,VOTER-A698059,
WIT-10200,CLM-00885,Neha,,Singhal,Neha Singhal,97236888363,neha91@gmail.com,F,1962-08-18,VOTER-A277728,
WIT-10201,CLM-00484,Indira,,Sehgal,Indira Sehgal,97844791959,indira98@live.com,F,1994-02-15,VOTER-E138755,
WIT-10202,CLM-00484,Pavani,,Iyer,Pavani Iyer,98672670489,pavani18@outlook.co.in,F,1983-12-18,AADHAR-8053-4530-7765,
WIT-10203,CLM-00484,Yuvraj,,Naik,Yuvraj Naik,98963243300,yuvraj24@yahoo.com,M,1981-12-15,AADHAR-1285-9356-2435,MEM-12239
WIT-10204,CLM-00621,Janaki,,Raju,Janaki Raju,97588895619,janaki49@yahoo.com,F,2006-09-29,UID-189960401153,
WIT-10205,CLM-00621,Inaya,,Ray,Inaya Ray,99273141901,inaya18@yahoo.com,F,1951-08-29,AADHAR-3598-9737-3165,
WIT-10206,CLM-00621,Pooja,,Raghavan,Pooja Raghavan,98352806021,pooja97@outlook.co.in,F,2005-07-23,AADHAR-6269-4453-2622,
WIT-10207,CLM-01065,Pratyush,,Bala,Pratyush Bala,97021484000,pratyush12@rediffmail.com,M,1960-04-07,AADHAR-7843-4464-1944,
WIT-10208,CLM-01065,Aayush,,Venkatesh,Aayush Venkatesh,98964834040,aayush58@live.com,M,2006-08-11,UID-276413056341,
WIT-10209,CLM-02654,Max,,Dar,Max Dar,98172276944,max52@outlook.co.in,M,1971-05-08,AADHAR-7492-4296-2486,
WIT-10210,CLM-01316,Pallavi,,Gade,Pallavi Gade,98323850179,pallavi47@yahoo.com,F,1962-12-16,AADHAR-4720-2321-4535,
WIT-10211,CLM-02219,Gaurav,,Vora,Gaurav Vora,99224389133,gaurav12@hotmail.com,M,1961-12-05,AADHAR-4994-6023-1765,MEM-11215
WIT-10212,CLM-01278,Balendra,,Mane,Balendra Mane,99007317931,balendra72@rediffmail.com,M,1958-10-12,AADHAR-5951-3421-8327,
WIT-10213,CLM-02739,Hamsini,,Chad,Hamsini Chad,98849518443,hamsini59@live.com,F,1953-04-17,AADHAR-1298-3464-5405,
WIT-10214,CLM-02739,Nirja,,Bhargava,Nirja Bhargava,97945189294,nirja90@outlook.co.in,F,2004-04-08,UID-560927558254,
WIT-10215,CLM-01831,Onkar,,Nagy,Onkar Nagy,97858571610,onkar34@live.com,M,1962-06-22,UID-608568985823,
WIT-10216,CLM-01831,Vrishti,,Prashad,Vrishti Prashad,97047347898,vrishti39@gmail.com,F,1970-08-02,UID-714892710634,
WIT-10217,CLM-01831,Faras,,Doshi,Faras Doshi,99020275406,faras72@rediffmail.com,M,2001-07-08,AADHAR-7283-3426-1642,
WIT-10218,CLM-01979,Deepa,,Menon,Deepa Menon,99331018697,deepa30@live.com,F,1964-08-03,AADHAR-8548-5056-4248,
WIT-10219,CLM-01979,Ekbal,,De,Ekbal De,97528236681,ekbal70@live.com,M,1961-07-03,UID-681375549249,
WIT-10220,CLM-01979,Jagvi,,Trivedi,Jagvi Trivedi,98028268545,jagvi35@outlook.co.in,F,2002-11-10,AADHAR-7521-9884-5423,
WIT-10221,CLM-01288,Abhimanyu,,Balakrishnan,Abhimanyu Balakrishnan,99591361194,abhimanyu59@rediffmail.com,M,1959-05-21,UID-890821199215,
WIT-10222,CLM-01288,Ekalinga,,Mital,Ekalinga Mital,97122166221,ekalinga35@hotmail.com,M,1976-10-28,VOTER-C406621,
WIT-10223,CLM-01288,Anthony,,Narain,Anthony Narain,97776600547,anthony63@outlook.co.in,M,2003-07-09,AADHAR-9483-7260-8272,
WIT-10224,CLM-02845,Qabil,,Pal,Qabil Pal,98558487621,qabil68@hotmail.com,M,1978-09-05,VOTER-E226382,
WIT-10225,CLM-02845,Siya,,Dubey,Siya Dubey,97388141816,siya45@rediffmail.com,F,1962-04-12,AADHAR-8756-6832-9034,
WIT-10226,CLM-01818,Alka,,Doctor,Alka Doctor,98335135032,alka63@hotmail.com,F,1976-07-06,UID-311594763685,MEM-11083
WIT-10227,CLM-01818,Ati,,Parekh,Ati Parekh,98550297523,ati14@rediffmail.com,F,2007-08-18,AADHAR-2159-9340-6652,
WIT-10228,CLM-01818,Gaurika,,Kapoor,Gaurika Kapoor,99766947704,gaurika22@rediffmail.com,F,1955-04-04,UID-579499725747,
WIT-10229,CLM-00005,Yahvi,,Suri,Yahvi Suri,97523046448,yahvi27@gmail.com,F,1951-01-27,VOTER-C874793,
WIT-10230,CLM-00005,Gayathri,,Balan,Gayathri Balan,98135195878,gayathri35@live.com,F,1974-12-18,VOTER-A844921,
WIT-10231,CLM-00005,Falak,,Rege,Falak Rege,97871586649,falak97@rediffmail.com,F,1957-12-30,VOTER-E467460,
WIT-10232,CLM-02471,Vihaan,,Raj,Vihaan Raj,98265443882,vihaan82@gmail.com,M,1988-03-10,VOTER-A755007,
WIT-10233,CLM-00805,Manbir,,Pandey,Manbir Pandey,99153415665,manbir79@rediffmail.com,M,1988-12-07,VOTER-B553059,
WIT-10234,CLM-01137,Vrishti,,Dewan,Vrishti Dewan,98802355915,vrishti30@hotmail.com,F,1982-08-25,VOTER-B138319,
WIT-10235,CLM-01137,Vanya,,Bhakta,Vanya Bhakta,98421872122,vanya57@hotmail.com,F,1953-11-06,VOTER-A861581,
WIT-10236,CLM-01137,Krishna,,Misra,Krishna Misra,97514110661,krishna36@yahoo.com,M,2000-02-10,AADHAR-5076-2964-3421,
WIT-10237,CLM-00783,Keya,,Gera,Keya Gera,99824638374,keya52@outlook.co.in,F,1994-07-04,VOTER-B511551,MEM-12781
WIT-10238,CLM-00783,Riya,,Deo,Riya Deo,98065877266,riya92@yahoo.com,F,1958-08-07,UID-362734828133,
WIT-10239,CLM-00783,Mitali,,D’Alia,Mitali D’Alia,99689507050,mitali75@outlook.co.in,F,1970-10-16,UID-553836772135,MEM-11199
WIT-10240,CLM-00892,Dhriti,,Bir,Dhriti Bir,99651040643,dhriti31@rediffmail.com,F,2005-08-26,UID-916206592615,
WIT-10241,CLM-02924,Oni,,Jain,Oni Jain,99722985787,oni11@gmail.com,F,1953-06-09,AADHAR-2988-5955-7492,
WIT-10242,CLM-02924,Oliver,,Kala,Oliver Kala,99758641512,oliver25@gmail.com,M,1961-04-19,UID-937519538711,
WIT-10243,CLM-02649,Bhavani,,Gola,Bhavani Gola,98445539480,bhavani82@hotmail.com,F,2004-06-09,VOTER-D574467,
WIT-10244,CLM-02649,Darika,,Handa,Darika Handa,99578835015,darika36@hotmail.com,F,1959-02-28,VOTER-A979946,
WIT-10245,CLM-02772,Abeer,,Garg,Abeer Garg,98322982968,abeer40@hotmail.com,M,1950-09-27,UID-115286736356,
WIT-10246,CLM-01387,Indira,,Rattan,Indira Rattan,97173215982,indira24@hotmail.com,F,1964-01-16,UID-825575871337,
WIT-10247,CLM-01387,Turvi,,Parmar,Turvi Parmar,99197184906,turvi27@gmail.com,F,1967-07-06,UID-407102034771,
WIT-10248,CLM-01387,Onkar,,Mahajan,Onkar Mahajan,99801068183,onkar13@rediffmail.com,M,1965-01-17,AADHAR-1599-3159-2310,
WIT-10249,CLM-01497,Jasmit,,Desai,Jasmit Desai,98414413962,jasmit77@rediffmail.com,F,2003-08-29,VOTER-D636683,
WIT-10250,CLM-01497,Raghav,,Mukherjee,Raghav Mukherjee,99630472289,raghav60@yahoo.com,M,1993-09-19,UID-799549864737,
WIT-10251,CLM-00137,Tripti,,Mittal,Tripti Mittal,97879143170,tripti24@live.com,F,1975-12-12,VOTER-A881107,
WIT-10252,CLM-00137,Ria,,Goda,Ria Goda,99587861375,ria19@gmail.com,F,1989-10-20,VOTER-B322374,
WIT-10253,CLM-00137,Darpan,,Date,Darpan Date,97948047576,darpan74@rediffmail.com,M,1976-08-23,UID-902547813751,
WIT-10254,CLM-02462,Ubika,,Andra,Ubika Andra,98109607785,ubika68@gmail.com,F,1998-08-18,VOTER-A480361,
WIT-10255,CLM-02462,Ansh,,Brahmbhatt,Ansh Brahmbhatt,97480757799,ansh57@outlook.co.in,M,1957-03-19,VOTER-D515955,
WIT-10256,CLM-00810,Vasudha,,Naidu,Vasudha Naidu,99874140294,vasudha51@hotmail.com,F,1970-04-15,VOTER-E205777,
WIT-10257,CLM-00810,Ethan,,Rajagopal,Ethan Rajagopal,97504547446,ethan76@live.com,M,1979-02-20,AADHAR-9524-2830-8218,
WIT-10258,CLM-00810,Eiravati,,Sani,Eiravati Sani,97598864182,eiravati65@rediffmail.com,F,2007-04-28,AADHAR-1610-2271-9615,
WIT-10259,CLM-01909,Samarth,,Sandhu,Samarth Sandhu,98670931081,samarth15@hotmail.com,M,1976-02-19,UID-910314124409,
WIT-10260,CLM-00462,Falguni,,Kale,Falguni Kale,99448823197,falguni62@rediffmail.com,F,1999-11-30,AADHAR-8979-7182-8542,
WIT-10261,CLM-00193,Ekiya,,Pandit,Ekiya Pandit,97355301612,ekiya15@yahoo.com,F,1993-09-22,AADHAR-7557-9989-3423,MEM-10015
WIT-10262,CLM-00193,Turvi,,Sinha,Turvi Sinha,98242754919,turvi76@yahoo.com,F,1967-10-01,VOTER-E235725,
WIT-10263,CLM-00088,Unni,,Nath,Unni Nath,98178572571,unni44@yahoo.com,F,1964-04-06,UID-860503888342,
WIT-10264,CLM-00531,Aarna,,Agrawal,Aarna Agrawal,98429531993,aarna92@gmail.com,F,1972-12-10,UID-345405812409,
WIT-10265,CLM-01026,Hemani,,Tandon,Hemani Tandon,99682663392,hemani67@gmail.com,F,1966-05-04,UID-918730888488,
WIT-10266,CLM-01026,Barkha,,Mittal,Barkha Mittal,99698602383,barkha30@yahoo.com,F,1978-01-14,UID-342047036737,MEM-13442
WIT-10267,CLM-01026,Vasatika,,Sunder,Vasatika Sunder,99908829028,vasatika58@yahoo.com,F,1949-12-28,UID-789346086722,
WIT-10268,CLM-00593,Widisha,,Loke,Widisha Loke,99463119657,widisha18@gmail.com,F,1968-12-20,AADHAR-3044-6234-7341,
WIT-10269,CLM-00593,Lavanya,,Dash,Lavanya Dash,98383353897,lavanya35@rediffmail.com,F,1959-08-12,UID-837698136476,
WIT-10270,CLM-00593,Qasim,,Hegde,Qasim Hegde,98026841288,qasim73@rediffmail.com,M,1994-06-29,UID-358273078786,
WIT-10271,CLM-00483,Fiyaz,,Patla,Fiyaz Patla,99841884406,fiyaz48@outlook.co.in,M,1962-05-25,UID-425125975166,
WIT-10272,CLM-00483,Amol,,Krish,Amol Krish,99846286040,amol92@outlook.co.in,M,1952-06-02,UID-960953108877,
WIT-10273,CLM-00483,Faris,,Dara,Faris Dara,99906821751,faris79@yahoo.com,M,1982-03-19,VOTER-B291834,
WIT-10274,CLM-02173,Nathan,,Rajan,Nathan Rajan,98636100342,nathan37@rediffmail.com,M,2003-06-03,AADHAR-2326-3308-9193,
WIT-10275,CLM-02173,Faris,,Narula,Faris Narula,99427836208,faris23@outlook.co.in,M,1961-12-29,VOTER-C461589,
WIT-10276,CLM-02831,Manan,,Khanna,Manan Khanna,98586257122,manan88@gmail.com,M,1971-01-25,UID-122256490523,
WIT-10277,CLM-02831,Jagvi,,Basak,Jagvi Basak,97400009489,jagvi11@live.com,F,1967-05-25,AADHAR-6095-9024-4720,MEM-11873
WIT-10278,CLM-02831,Zayyan,,Ganesan,Zayyan Ganesan,98424127231,zayyan16@outlook.co.in,M,1968-03-25,UID-801765398083,
WIT-10279,CLM-01544,Indira,,Kari,Indira Kari,97466349943,indira39@hotmail.com,F,1961-09-21,VOTER-D171265,MEM-11397
WIT-10280,CLM-02553,Aachal,,Manda,Aachal Manda,99193940449,aachal97@yahoo.com,F,1952-07-08,UID-667717563222,
WIT-10281,CLM-00520,Yatin,,Parekh,Yatin Parekh,98305947226,yatin67@hotmail.com,M,1967-11-02,UID-568164577227,
WIT-10282,CLM-00520,Saumya,,Loyal,Saumya Loyal,98897455657,saumya73@gmail.com,F,2004-12-15,UID-368594442117,
WIT-10283,CLM-00809,Kai,,Subramanian,Kai Subramanian,99235971960,kai57@live.com,M,1977-11-14,AADHAR-4582-2755-6041,MEM-10377
WIT-10284,CLM-00809,Nakul,,Som,Nakul Som,99844616419,nakul51@hotmail.com,M,1951-02-22,UID-734622408128,
WIT-10285,CLM-01597,Yatan,,Hayre,Yatan Hayre,97285342308,yatan71@outlook.co.in,M,1985-02-06,VOTER-D264286,MEM-12470
WIT-10286,CLM-02239,Osha,,Mody,Osha Mody,98354016196,osha60@rediffmail.com,F,1990-12-09,VOTER-C564299,
WIT-10287,CLM-00491,Aditya,,Kapadia,Aditya Kapadia,97667440916,aditya54@rediffmail.com,M,1966-12-28,AADHAR-7835-6674-8618,
WIT-10288,CLM-01629,Krishna,,Sabharwal,Krishna Sabharwal,98415771386,krishna20@live.com,M,1996-04-30,UID-514420537085,
WIT-10289,CLM-01629,Ishita,,Karan,Ishita Karan,97582494307,ishita96@live.com,F,1956-05-15,UID-978124046148,
WIT-10290,CLM-01629,Jatin,,Dayal,Jatin Dayal,97092920306,jatin58@outlook.co.in,M,2004-12-16,VOTER-E656027,
WIT-10291,CLM-01200,Gavin,,Wable,Gavin Wable,98331886740,gavin33@gmail.com,M,1964-12-27,VOTER-E481729,
WIT-10292,CLM-01200,Onveer,,Ray,Onveer Ray,99322800644,onveer60@hotmail.com,M,1951-04-21,UID-726649742227,
WIT-10293,CLM-01200,Chameli,,Gade,Chameli Gade,98187020693,chameli29@yahoo.com,F,1994-12-26,AADHAR-7387-6599-8072,
WIT-10294,CLM-01005,Vyanjana,,Chana,Vyanjana Chana,98904619305,vyanjana82@outlook.co.in,F,1996-03-30,VOTER-E305857,
WIT-10295,CLM-00095,Radha,,Nadig,Radha Nadig,99988920844,radha24@outlook.co.in,F,1982-03-29,AADHAR-2587-4683-5402,
WIT-10296,CLM-00095,Ekaja,,Comar,Ekaja Comar,97287489456,ekaja23@gmail.com,F,1989-01-10,VOTER-A647396,
WIT-10297,CLM-01502,Christopher,,Singh,Christopher Singh,98810370768,christopher87@live.com,M,1952-07-03,VOTER-E498232,
WIT-10298,CLM-02603,Samesh,,Dada,Samesh Dada,99413656152,samesh88@outlook.co.in,M,1977-06-29,VOTER-B657332,
WIT-10299,CLM-02603,Wahab,,Amble,Wahab Amble,98702320921,wahab79@live.com,M,1989-11-28,AADHAR-6598-5035-6001,
WIT-10300,CLM-02603,Ekbal,,Minhas,Ekbal Minhas,99048745174,ekbal61@live.com,M,1966-07-30,AADHAR-7371-1667-6937,MEM-10276
WIT-10301,CLM-01616,Lakshit,,Deep,Lakshit Deep,99474304849,lakshit94@hotmail.com,M,1984-07-11,UID-660768841571,
WIT-10302,CLM-02857,Ethan,,Chandra,Ethan Chandra,97590601239,ethan91@rediffmail.com,M,1996-03-10,AADHAR-3191-9723-1687,
WIT-10303,CLM-02857,Kamya,,Setty,Kamya Setty,98125230399,kamya48@rediffmail.com,F,1962-11-08,AADHAR-1400-9552-4511,
WIT-10304,CLM-02599,Siya,,Srivastava,Siya Srivastava,99230784182,siya74@hotmail.com,F,1957-01-14,VOTER-B735421,
WIT-10305,CLM-02943,Radha,,Varma,Radha Varma,99883271162,radha87@outlook.co.in,F,1954-12-16,UID-681302081124,
WIT-10306,CLM-00915,Aishani,,Chana,Aishani Chana,99254059480,aishani71@outlook.co.in,F,1997-02-12,AADHAR-7532-3438-8801,
WIT-10307,CLM-00915,Ekani,,Kumar,Ekani Kumar,99523703513,ekani21@live.com,F,2004-08-21,VOTER-D804783,
WIT-10308,CLM-02182,Turvi,,Ahluwalia,Turvi Ahluwalia,97382383633,turvi99@rediffmail.com,F,2006-06-29,VOTER-E467248,
WIT-10309,CLM-02182,Ikshita,,Chada,Ikshita Chada,98681001043,ikshita80@rediffmail.com,F,1960-09-13,UID-863511747047,
WIT-10310,CLM-02182,Hemang,,Mital,Hemang Mital,99052894997,hemang94@rediffmail.com,M,1953-04-11,AADHAR-9522-7868-8997,
WIT-10311,CLM-01419,Aradhana,,Din,Aradhana Din,98791439695,aradhana56@yahoo.com,F,2007-03-23,VOTER-C345924,
WIT-10312,CLM-01419,Nikita,,Sekhon,Nikita Sekhon,98086442610,nikita55@hotmail.com,F,1993-03-10,AADHAR-5092-6346-6462,
WIT-10313,CLM-01419,Arunima,,Gole,Arunima Gole,97539928417,arunima50@hotmail.com,F,1968-02-12,UID-971232625430,
WIT-10314,CLM-00368,Ikshita,,Banerjee,Ikshita Banerjee,97112514991,ikshita13@live.com,F,1983-12-03,AADHAR-8600-1267-8519,
WIT-10315,CLM-00368,Irya,,Naik,Irya Naik,99086629068,irya16@yahoo.com,F,1967-04-01,AADHAR-5083-6289-6471,
WIT-10316,CLM-00368,Avni,,Arya,Avni Arya,97033144954,avni78@rediffmail.com,F,1956-05-08,VOTER-C456650,
WIT-10317,CLM-00699,Tanish,,Chatterjee,Tanish Chatterjee,98423457614,tanish61@outlook.co.in,M,1993-05-21,AADHAR-3298-7844-3467,MEM-13278
WIT-10318,CLM-00699,Onkar,,Ahuja,Onkar Ahuja,98043975733,onkar45@outlook.co.in,M,1963-05-13,VOTER-C177737,
WIT-10319,CLM-01815,Ansh,,Mangat,Ansh Mangat,97989140052,ansh15@gmail.com,M,1977-01-13,UID-209373559338,
WIT-10320,CLM-02533,Kalpit,,Kala,Kalpit Kala,98126746651,kalpit64@rediffmail.com,M,2005-09-18,VOTER-C714094,
WIT-10321,CLM-02533,Ishaan,,Karan,Ishaan Karan,99880132058,ishaan64@yahoo.com,M,1992-06-28,UID-900935756033,
WIT-10322,CLM-02533,Eshana,,Mohan,Eshana Mohan,97449334825,eshana87@rediffmail.com,F,2003-09-22,UID-462001614969,
WIT-10323,CLM-00636,Hema,,Walla,Hema Walla,99371828194,hema44@rediffmail.com,F,1999-07-31,UID-934624536116,
WIT-10324,CLM-00636,Nikita,,Amble,Nikita Amble,98883049742,nikita58@live.com,F,1968-07-18,AADHAR-7398-1010-3686,
WIT-10325,CLM-00636,Chanchal,,Anne,Chanchal Anne,98074795637,chanchal38@live.com,F,1982-01-26,VOTER-D762255,MEM-11581
WIT-10326,CLM-00535,Anjali,,Varughese,Anjali Varughese,98922576876,anjali39@rediffmail.com,F,1985-12-01,VOTER-E791565,
WIT-10327,CLM-00055,Rajeshri,,Roy,Rajeshri Roy,99485955856,rajeshri72@hotmail.com,F,2002-03-11,AADHAR-4421-6415-3218,
WIT-10328,CLM-00055,Kai,,Balan,Kai Balan,98218557792,kai84@outlook.co.in,M,1975-02-12,UID-284319624807,
WIT-10329,CLM-01722,Vamakshi,,Mangal,Vamakshi Mangal,99999260106,vamakshi63@yahoo.com,F,1969-06-15,AADHAR-8221-3686-3140,
WIT-10330,CLM-01722,Vinaya,,Sarraf,Vinaya Sarraf,99584348263,vinaya43@hotmail.com,F,1968-08-13,AADHAR-4248-7410-1220,
WIT-10331,CLM-00570,Adya,,Borde,Adya Borde,99830224909,adya69@live.com,F,1969-11-27,AADHAR-8631-7738-4207,MEM-11143
WIT-10332,CLM-00570,Yatan,,Soni,Yatan Soni,97683902901,yatan37@live.com,M,1988-09-03,AADHAR-6173-8712-3299,
WIT-10333,CLM-00570,Banjeet,,Khosla,Banjeet Khosla,97329930469,banjeet86@outlook.co.in,M,1950-03-02,VOTER-C374536,
WIT-10334,CLM-01766,Oeshi,,Rattan,Oeshi Rattan,97029064670,oeshi99@live.com,F,1955-05-13,VOTER-E313821,
WIT-10335,CLM-01766,Tanish,,Bath,Tanish Bath,97853716333,tanish12@yahoo.com,M,1993-03-21,UID-710526631875,
WIT-10336,CLM-01766,Radhika,,Subramaniam,Radhika Subramaniam,97211835729,radhika59@rediffmail.com,F,1968-03-08,AADHAR-6281-6221-1267,
WIT-10337,CLM-01342,Wahab,,Pingle,Wahab Pingle,98889038162,wahab86@outlook.co.in,M,1979-08-18,UID-904234514235,
WIT-10338,CLM-02340,Charles,,Palan,Charles Palan,99677448428,charles19@outlook.co.in,M,1973-05-12,VOTER-A961643,
WIT-10339,CLM-02340,Om,,Sur,Om Sur,99139433087,om83@gmail.com,M,2006-04-26,VOTER-D311010,
WIT-10340,CLM-02340,Samaksh,,Gole,Samaksh Gole,98043023119,samaksh39@rediffmail.com,M,1992-01-17,VOTER-A101442,MEM-12165
WIT-10341,CLM-00918,Upkaar,,Mukherjee,Upkaar Mukherjee,99267288808,upkaar78@live.com,M,1979-08-08,VOTER-B100769,
WIT-10342,CLM-01838,Naveen,,Kurian,Naveen Kurian,98158446439,naveen54@rediffmail.com,M,1998-11-03,AADHAR-9473-4307-2189,
WIT-10343,CLM-01838,Chakradhar,,Dhaliwal,Chakradhar Dhaliwal,97132329399,chakradhar93@hotmail.com,M,1998-11-18,UID-910603288691,
WIT-10344,CLM-00734,Yadavi,,Dey,Yadavi Dey,97369441218,yadavi16@outlook.co.in,F,1972-07-13,VOTER-E803898,
WIT-10345,CLM-02290,Omaja,,Dhaliwal,Omaja Dhaliwal,98475048702,omaja98@outlook.co.in,F,1982-08-04,AADHAR-3646-3335-4303,
WIT-10346,CLM-00518,Adya,,Parmer,Adya Parmer,99896233445,adya33@outlook.co.in,F,1970-10-05,UID-478747877467,
WIT-10347,CLM-00479,Urmi,,Atwal,Urmi Atwal,98592782442,urmi53@live.com,F,1996-09-21,VOTER-B325069,
WIT-10348,CLM-00544,Mohini,,Dhaliwal,Mohini Dhaliwal,98427608458,mohini27@yahoo.com,F,2007-03-30,UID-804085714157,
WIT-10349,CLM-00544,Sanya,,Saraf,Sanya Saraf,97709638460,sanya11@gmail.com,F,1957-06-21,VOTER-B816904,
WIT-10350,CLM-01364,Advika,,Prasad,Advika Prasad,97164637087,advika23@gmail.com,F,1966-03-18,VOTER-C915979,
WIT-10351,CLM-01312,Ati,,Jayaraman,Ati Jayaraman,99555908478,ati15@live.com,F,1994-05-07,AADHAR-7950-4148-4013,
WIT-10352,CLM-01312,Gauri,,Swaminathan,Gauri Swaminathan,98532861459,gauri24@hotmail.com,F,1980-02-10,VOTER-D584550,
WIT-10353,CLM-01312,Kashvi,,Hora,Kashvi Hora,97223826541,kashvi72@hotmail.com,F,1954-10-29,UID-333050960055,
WIT-10354,CLM-01945,Mason,,Raj,Mason Raj,99098903364,mason64@yahoo.com,M,1952-05-11,AADHAR-9426-5845-1647,
WIT-10355,CLM-01232,Elijah,,Singhal,Elijah Singhal,99060342667,elijah51@yahoo.com,M,1992-08-05,VOTER-E976318,
WIT-10356,CLM-01450,Janani,,Patil,Janani Patil,97625311291,janani37@yahoo.com,F,1976-04-21,VOTER-B747773,
WIT-10357,CLM-01450,Netra,,Pau,Netra Pau,99914269620,netra17@outlook.co.in,F,1951-10-08,VOTER-B474980,
WIT-10358,CLM-01450,Yashasvi,,Jhaveri,Yashasvi Jhaveri,98579545385,yashasvi56@outlook.co.in,F,1958-11-25,UID-125287100579,
WIT-10359,CLM-02315,Tarak,,Narain,Tarak Narain,98348712441,tarak43@hotmail.com,M,1960-07-09,VOTER-B361515,
WIT-10360,CLM-02213,Anvi,,Mittal,Anvi Mittal,97835669348,anvi86@outlook.co.in,F,2002-06-10,AADHAR-9907-6041-8668,
WIT-10361,CLM-02213,Garima,,Kant,Garima Kant,98117521094,garima26@live.com,F,1993-06-25,VOTER-D238164,
WIT-10362,CLM-02547,Ganga,,Saran,Ganga Saran,98831807541,ganga78@rediffmail.com,F,1996-06-23,UID-262647879316,
WIT-10363,CLM-02547,Isha,,Salvi,Isha Salvi,98827693426,isha11@live.com,F,1968-11-04,VOTER-B616096,
WIT-10364,CLM-01525,Om,,Bhardwaj,Om Bhardwaj,99676389825,om69@outlook.co.in,M,1953-11-08,AADHAR-4349-3360-4568,
WIT-10365,CLM-02101,Nitesh,,Mukherjee,Nitesh Mukherjee,97328120361,nitesh75@live.com,M,1964-10-12,UID-581838309204,
WIT-10366,CLM-02101,Triya,,Dugal,Triya Dugal,99330173957,triya13@live.com,F,1983-08-20,AADHAR-1110-9036-6095,
WIT-10367,CLM-02619,Harinakshi,,Gaba,Harinakshi Gaba,99130293273,harinakshi10@yahoo.com,F,2005-03-10,UID-827789081134,
WIT-10368,CLM-02619,Pranav,,Yadav,Pranav Yadav,98634241169,pranav50@rediffmail.com,M,1967-11-02,UID-602693804679,
WIT-10369,CLM-02083,Gautam,,Mital,Gautam Mital,97456416852,gautam13@gmail.com,M,2005-03-09,AADHAR-1103-8669-5308,
WIT-10370,CLM-02656,Wridesh,,Sura,Wridesh Sura,99468269136,wridesh23@gmail.com,M,2001-10-29,AADHAR-1324-2842-5191,
WIT-10371,CLM-00588,Siddharth,,Saha,Siddharth Saha,97398964386,siddharth70@live.com,M,1955-07-25,VOTER-D818350,
WIT-10372,CLM-00588,Hiral,,Soman,Hiral Soman,99354363422,hiral13@live.com,F,1963-11-12,AADHAR-6828-7970-6616,
WIT-10373,CLM-00588,Nathaniel,,Narang,Nathaniel Narang,98712198707,nathaniel35@outlook.co.in,M,1952-06-11,UID-974036860686,
WIT-10374,CLM-00839,Gaurav,,Dugal,Gaurav Dugal,99689250501,gaurav28@live.com,M,1988-08-01,AADHAR-8985-3360-4494,
WIT-10375,CLM-01651,Vasatika,,Johal,Vasatika Johal,97979229909,vasatika20@rediffmail.com,F,1999-06-02,UID-242722333671,MEM-12702
WIT-10376,CLM-02252,Samar,,Atwal,Samar Atwal,99481340778,samar30@outlook.co.in,M,2006-06-10,AADHAR-1704-2418-5105,
WIT-10377,CLM-02252,Gayathri,,Gera,Gayathri Gera,99646998161,gayathri67@gmail.com,F,1965-09-21,UID-447643110921,
WIT-10378,CLM-01071,Zashil,,Kaul,Zashil Kaul,97558608927,zashil54@gmail.com,M,1979-09-04,UID-690334552541,
WIT-10379,CLM-01075,Nathaniel,,Chakrabarti,Nathaniel Chakrabarti,99143144504,nathaniel19@hotmail.com,M,1951-08-16,UID-574107388993,
WIT-10380,CLM-00170,Gaurav,,Parsa,Gaurav Parsa,99786055283,gaurav23@yahoo.com,M,1964-08-18,VOTER-A832744,
WIT-10381,CLM-02009,Lohit,,Rege,Lohit Rege,97335032721,lohit70@rediffmail.com,M,1979-05-14,AADHAR-1564-5231-9301,
WIT-10382,CLM-02009,Frederick,,Palla,Frederick Palla,97241736897,frederick51@yahoo.com,M,1999-12-27,UID-691058689462,
WIT-10383,CLM-02009,Jalsa,,Goyal,Jalsa Goyal,99228652752,jalsa92@outlook.co.in,F,1974-04-27,VOTER-C409158,MEM-11479
WIT-10384,CLM-02880,Tara,,Grover,Tara Grover,98073558962,tara40@hotmail.com,F,1996-04-02,AADHAR-5518-6426-3838,
