member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_gov_id,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_acc_no,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_city,mem_permanent_landmark,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_city,mem_communication_landmark,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_update_date,RUN_TIME_DATE,CUT_OFF_DATE,POL_ACTV_CNT_YR_1,POL_ACTV_CNT_YR_2,POL_ACTV_CNT_YR_3,POL_REN_CNT_YR_1,POL_REN_CNT_YR_2,POL_REN_CNT_YR_3,POL_NB_CNT_YR_1,POL_NB_CNT_YR_2,POL_NB_CNT_YR_3,SUM_INSURED_YR_1,SUM_INSURED_YR_2,SUM_INSURED_YR_3,PREMIUM_AMT_YR_1,PREMIUM_AMT_YR_2,PREMIUM_AMT_YR_3,CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_CASHLESS_CNT_YR_1,CLAIM_CASHLESS_CNT_YR_2,CLAIM_CASHLESS_CNT_YR_3,CLAIM_REIM_CNT_YR_1,CLAIM_REIM_CNT_YR_2,CLAIM_REIM_CNT_YR_3,CLAIM_AMT_YR_1,CLAIM_AMT_YR_2,CLAIM_AMT_YR_3,APPR_AMT_YR_1,APPR_AMT_YR_2,APPR_AMT_YR_3
MEM-10039,I,Krishna,Farhan,Koshy,Krishna Koshy,1971-04-27,,M,Widowed,Indian,AADHAR-4892-6189-9479,Foreigner,Retired,UNKNOWN,ACC_225961691658,H.No. 954- Khanna Nagar,Keer Zila,Gwalior,,Uttarakhand,India,288848,H.No. 95 Sathe Road,Saraf Nagar,Morbi,Next to Bank,Uttar Pradesh,India,766031,Mobile,99636964458,,,krishna15@live.com,hgopal@example.net,2025-02-20,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,864212.72,0.0,0.0,5460.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10040,I,Panini,Hema,Shroff,Panini Shroff,1980-06-24,,F,Widowed,Indian,AADHAR-1402-3007-5959,Resident,Business,SSC,ACC_251116316944,H.No. 537- Vasa,Saran Street,Guwahati,Next to Temple,Andhra Pradesh,India,417043,17/16- Mahal,Sule Chowk,Sri Ganganagar,Next to Bank,Punjab,India,818823,Mobile,97927180187,Office,,panini33@rediffmail.com,,2025-05-07,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,630061.59,0.0,0.0,29756.05,0.0,0.0,1,0,0,0,0,0,1,0,0,44253.94,0.0,0.0,46453.98,0.0,0.0
MEM-10041,I,Zarna,Vrishti,Golla,Zarna Golla,1997-03-21,2024-05-19,F,Divorced,Indian,AADHAR-6115-3862-9312,Resident,Salaried,SSC,ACC_665993525977,H.No. 373- Sarin,Mall Nagar,Bhagalpur,Next to Temple,Karnataka,India,443642,H.No. 914 Nagar,Chaudhari Circle,Bally,,Karnataka,India,357763,Mobile,99091396893,Office,,zarna45@live.com,,2025-10-24,2025-10-27,2025-10-27,0,2,0,0,0,0,0,1,0,0.0,1061752.81,0.0,0.0,22430.48,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10042,I,Leela,,Bahri,Leela Bahri,2001-12-21,,F,Unknown,Indian,VOTER-D826987,Resident,Salaried,POST_GRAD,ACC_030291105545,90 Virk Circle,Gulati Circle,Burhanpur,Near Metro Station,Nagaland,India,47698,H.No. 487- Devi Ganj,Chada Ganj,Gandhinagar,,Meghalaya,India,185700,Mobile,97326286741,Home,98050969748.0,leela51@live.com,urvashinazareth@example.com,2025-07-20,2025-10-27,2025-10-27,3,0,0,3,0,0,3,0,0,2389971.25,0.0,0.0,87551.17,0.0,0.0,2,0,0,0,0,0,2,0,0,68997.31,0.0,0.0,67453.67,0.0,0.0
MEM-10043,I,Brijesh,Yadavi,Patil,Brijesh Patil,1975-04-02,,M,Widowed,Indian,UID-311260045792,Resident,Retired,GRADUATE,ACC_064135145717,183- Karpe Path,Tara Ganj,Noida,Opposite Park,Goa,India,562460,72- Ahuja Street,Gupta Circle,Saharsa,Next to Bank,Arunachal Pradesh,India,854333,Mobile,98662570286,,99629486031.0,brijesh93@hotmail.com,,2024-10-27,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1303723.76,0.0,0.0,35802.3,0.0,0.0,4,0,0,2,0,0,2,0,0,236054.5,0.0,0.0,206324.41999999998,0.0,0.0
MEM-10044,I,Januja,,Kala,Januja Kala,1983-01-20,,F,Single,Indian,UID-691882950278,Resident,Salaried,SSC,ACC_360613117870,58 Bandi Chowk,Desai Road,Purnia,Near Metro Station,Nagaland,India,270927,H.No. 740 Tandon Street,De Ganj,Munger,,Punjab,India,784148,Mobile,98125163028,,98154877289.0,januja81@yahoo.com,,2025-06-03,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,773352.08,0.0,0.0,24102.68,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10045,I,Chatresh,Simon,Wable,Chatresh Wable,1974-10-10,2025-03-14,M,Married,Indian,VOTER-A912396,Resident,Retired,HSC,ACC_914409561255,57/35- Manda,Kohli Circle,Khandwa,Near Metro Station,Sikkim,India,220776,81/861 Chokshi Road,Varughese Street,Mysore,Near School,Arunachal Pradesh,India,933625,Mobile,97222772146,Office,,chatresh91@hotmail.com,,2025-04-30,2025-10-27,2025-10-27,1,1,0,1,0,0,0,1,0,308159.17,569848.5,0.0,11018.83,29576.76,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10046,I,Sara,Warjas,Shetty,Sara Shetty,1962-08-05,,F,Unknown,Indian,UID-981722340910,NRI,Retired,UNKNOWN,ACC_061029334542,51/662 Kalla Road,Pandey Ganj,Mangalore,,Telangana,India,969260,43/77- Mital Street,Baral Nagar,Surendranagar Dudhrej,Next to Bank,Mizoram,India,476745,Mobile,98188826764,Office,98481872348.0,sara84@live.com,,2025-01-19,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10047,I,Hemani,Gavin,Raju,Hemani Raju,1974-11-18,,F,Divorced,Indian,VOTER-E198735,Foreigner,Retired,GRADUATE,ACC_77451376,920 Iyer,Sahni Nagar,Ozhukarai,Next to Temple,Sikkim,India,706113,H.No. 182 Bassi Chowk,Butala Nagar,New Delhi,Behind Mall,Madhya Pradesh,India,245365,Mobile,7106686783,,99435294831.0,hemani15@live.com,lchand@example.org,2024-05-08,2025-10-27,2025-10-27,3,2,0,3,0,0,2,2,0,1419182.88,1520941.46,0.0,33668.06,23454.58,0.0,1,1,0,0,0,0,1,1,0,61072.91,3110.17,0.0,51997.69,2808.38,0.0
MEM-10048,I,Indrajit,,Brar,Indrajit Brar,2005-03-10,,M,Unknown,Indian,VOTER-B237925,Resident,Salaried,GRADUATE,ACC_212096346472,H.No. 64- Grewal Nagar,Chaudhari Circle,Latur,Opposite Park,Arunachal Pradesh,India,349048,01/349 Kibe Nagar,Nanda Nagar,Madurai,Behind Mall,Nagaland,India,259274,Mobile,99013319787,Home,,indrajit85@hotmail.com,,2025-02-13,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10049,I,Ekantika,,Trivedi,Ekantika Trivedi,1985-08-11,,F,Single,Indian,UID-166802566563,Resident,Business,POST_GRAD,ACC_045311648280,H.No. 98 Karpe Circle,Bhatti Path,Mau,Opposite Park,Karnataka,India,518199,H.No. 04 Gulati Circle,Issac Ganj,Aizawl,Behind Mall,Goa,India,921352,Mobile,98309843952,,,ekantika62@outlook.co.in,chandrareyansh@example.org,2025-07-09,2025-10-27,2025-10-27,2,0,0,2,0,0,2,0,0,1302023.32,0.0,0.0,48507.899999999994,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10050,I,Zinal,Vrinda,Ghose,Zinal Ghose,1974-03-16,,F,Widowed,Indian,AADHAR-7835-9365-4986,Resident,Retired,SSC,ACC_005861773234,338 Bhatti,Dugar,Ahmedabad,,Uttarakhand,India,270396,85/342 Kapoor Street,Uppal Street,Dehri,Next to Bank,Nagaland,India,205887,Mobile,98984100805,,,zinal79@rediffmail.com,,2025-03-10,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,475110.06,0.0,0.0,14275.3,0.0,0.0,1,0,0,0,0,0,1,0,0,31271.7,0.0,0.0,26030.92,0.0,0.0
MEM-10051,I,Krisha,,Mitra,Krisha Mitra,1973-01-12,,F,Married,Indian,UID-714953371374,Resident,Retired,GRADUATE,ACC_409831515855,H.No. 14 Bumb Marg,Om Road,Ujjain,Next to Temple,Arunachal Pradesh,India,135918,50/30- Golla Ganj,Batta Zila,Kakinada,Next to Bank,Haryana,India,217422,Mobile,97839100103,Office,99384474177.0,krisha98@live.com,manyasarkar@example.net,2024-11-09,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10052,I,Neha,Harrison,Apte,Neha Apte,2006-03-05,,F,Unknown,Indian,VOTER-A899057,Resident,Business,UNKNOWN,ACC_177156417734,83/842- Bava Road,Pandit Zila,Kottayam,,Gujarat,India,317638,30 Thaker Circle,Sinha Circle,Kottayam,Near School,Nagaland,India,591001,Mobile,99822092240,,98669770016.0,neha17@gmail.com,,2024-11-08,2025-10-27,2025-10-27,2,0,0,2,0,0,2,0,0,862952.32,0.0,0.0,8417.12,0.0,0.0,2,0,0,1,0,0,1,0,0,89403.62,0.0,0.0,81522.52,0.0,0.0
MEM-10053,I,Naveen,Laban,Srivastava,Naveen Srivastava,1965-01-12,,M,Unknown,Indian,VOTER-A465289,Resident,Retired,POST_GRAD,ACC_499590023948,58/665- Yogi,Iyengar Circle,Raurkela Industrial Township,Opposite Park,Kerala,India,896553,H.No. 950 Dhar Chowk,Chahal Ganj,Bhiwandi,Near School,Chhattisgarh,India,768147,Mobile,98965574503,Office,,naveen46@rediffmail.com,vivaanarora@example.net,2025-01-29,2025-10-27,2025-10-27,4,1,0,4,0,0,2,0,0,1850665.05,382151.21,0.0,40026.50000000001,6309.53,0.0,2,0,0,0,0,0,2,0,0,145350.59000000003,0.0,0.0,129021.26000000001,0.0,0.0
MEM-10054,I,Naveen,,Walia,Naveen Walia,1981-03-09,,M,Married,Indian,UID-981491480552,Resident,Salaried,POST_GRAD,ACC_940670397994,00/499 Chana Zila,Mital Chowk,Lucknow,,Nagaland,India,346371,H.No. 38- Borra Nagar,Batta Road,Kharagpur,Next to Bank,Kerala,India,550978,Mobile,97610084626,Home,,naveen46@hotmail.com,,2025-10-03,2025-10-27,2025-10-27,2,0,0,2,0,0,2,0,0,1413153.21,0.0,0.0,30205.010000000002,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10055,I,Ati,Rayaan,Pall,Ati Pall,1971-10-18,,F,Divorced,Indian,AADHAR-5454-6844-6545,Resident,Retired,SSC,ACC_715354609139,41/29- Kari Ganj,Warrior Chowk,Sirsa,,West Bengal,India,240411,927- Mandal,Dhaliwal Ganj,Mehsana,Behind Mall,Jharkhand,India,802842,Mobile,97411995342,,99215244000.0,ati19@yahoo.com,,2025-04-08,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10056,I,Laksh,Xavier,Sandal,Laksh Sandal,1963-12-15,,M,Unknown,Indian,VOTER-B911940,Resident,Retired,UNKNOWN,ACC_655287110192,43/235 Kibe Path,Kapadia Ganj,Kochi,Next to Temple,Manipur,India,728273,99 Kurian,Khosla Nagar,Udupi,Next to Bank,Bihar,India,836726,Mobile,97440888215,Home,,laksh67@live.com,,2024-11-25,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,611004.09,0.0,0.0,18147.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10057,B,Victor,,Prabhu,Victor Prabhu,1961-12-03,,M,Divorced,Indian,AADHAR-3061-6182-4703,Resident,Retired,POST_GRAD,ACC_762230617631,32/172 Chowdhury Zila,Sani,Vasai-Virar,,Assam,India,308430,48/18- Srinivas Marg,Jain,Chandrapur,Next to Bank,Assam,India,737020,Mobile,99189902713,Office,97894156916.0,victor72@outlook.co.in,nishagala@example.com,2025-05-05,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10058,I,Tejas,Girish,Batta,Tejas Batta,1992-09-20,,M,Single,Indian,AADHAR-5354-5614-7919,Resident,Salaried,SSC,ACC_357483412689,H.No. 971- Bala Marg,Parmer Path,Begusarai,Near Metro Station,Tamil Nadu,India,384484,875 Bhargava Nagar,Mall Chowk,Bihar Sharif,Next to Bank,Rajasthan,India,238329,Mobile,99499682724,Office,,tejas23@hotmail.com,,2025-02-02,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10059,I,Vamakshi,,Mutti,Vamakshi Mutti,1995-01-22,,F,Married,Indian,AADHAR-3749-1879-1180,Resident,Professional,SSC,ACC_066816900077,76/252 Lala Path,Bhat Circle,Kochi,Next to Temple,Uttar Pradesh,India,871920,92/88- Tak Nagar,Balasubramanian Ganj,Bettiah,Next to Bank,Andhra Pradesh,India,53453,Mobile,98763153666,,,vamakshi81@gmail.com,,2025-03-06,2025-10-27,2025-10-27,0,1,0,0,0,0,0,1,0,0.0,360125.5,0.0,0.0,7573.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10060,I,Chakradhar,Chaitanya,Yogi,Chakradhar Yogi,1983-09-30,,M,Married,Indian,AADHAR-3132-7191-5359,Resident,Professional,UNKNOWN,ACC_222967694632,H.No. 837 Verma Path,Pall,Yamunanagar,,Telangana,India,154377,881 Palla,Sunder Chowk,Serampore,,Himachal Pradesh,India,807023,Mobile,97194654992,Home,,chakradhar53@yahoo.com,gaurangbutala@example.net,2025-02-26,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,428351.32,0.0,0.0,10867.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10061,I,Baghyawati,Balendra,Soni,Baghyawati Soni,1966-08-29,2023-02-09,F,Married,Indian,AADHAR-3284-7615-6626,Resident,Retired,POST_GRAD,ACC_697250620994,658 Bora Marg,Panchal Chowk,Bettiah,Opposite Park,Jharkhand,India,235996,H.No. 06- Ram Marg,Morar Zila,Sultan Pur Majra,,Bihar,India,538187,Mobile,97291005878,,98152501617.0,baghyawati39@outlook.co.in,abdulbabu@example.com,2025-02-18,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,983279.76,0.0,0.0,32740.18,0.0,0.0,2,0,0,2,0,0,0,0,0,154213.12,0.0,0.0,130095.14,0.0,0.0
MEM-10062,I,Jeet,Yauvani,Bhavsar,Jeet Bhavsar,1986-06-04,,M,Unknown,Indian,UID-563160157417,Resident,Business,UNKNOWN,ACC_392355584007,18/275 Raju,Gopal,Bhiwandi,Opposite Park,Bihar,India,258155,62/490- More Ganj,Mani,Hazaribagh,Near School,Mizoram,India,437686,Mobile,99108012273,Home,,jeet51@rediffmail.com,,2025-07-12,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,802179.1,0.0,0.0,18352.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10063,I,Kabir,Pratyush,Sankaran,Kabir Sankaran,1972-09-21,,M,Single,Indian,VOTER-C980043,Foreigner,Retired,POST_GRAD,ACC_976875479666,50/26- Singh,Bora Zila,Kharagpur,,Himachal Pradesh,India,567198,68/84 Barad Ganj,Bal Circle,Pimpri-Chinchwad,Next to Bank,Assam,India,394015,Mobile,98197170766,Office,99814423678.0,kabir80@outlook.co.in,valabhavani@example.net,2025-10-04,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,524288.74,0.0,0.0,16823.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10064,I,Sanaya,Varenya,Dixit,Sanaya Dixit,1969-01-06,2024-01-08,F,Widowed,Indian,AADHAR-9572-8400-7541,Foreigner,Retired,HSC,ACC_944798822484,39/09 Chad Zila,Bhattacharyya Chowk,Kochi,,Jharkhand,India,690953,H.No. 72 Badal Street,Jhaveri Circle,Bhagalpur,Behind Mall,West Bengal,India,86932,Mobile,99425360128,,98622264834.0,sanaya87@gmail.com,,2025-07-11,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,827800.01,0.0,0.0,21585.91,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10065,I,Yashodhara,,Khanna,Yashodhara Khanna,1987-01-15,,F,Divorced,Indian,UID-611574723381,NRI,Professional,GRADUATE,ACC_670089067737,H.No. 321 Nazareth Path,Banik Nagar,Kurnool,Next to Temple,Arunachal Pradesh,India,608514,H.No. 023- Barad,Rao Zila,Nizamabad,Near School,Manipur,India,846667,Mobile,97189906545,Home,98743631996.0,yashodhara34@yahoo.com,,2024-12-08,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,613710.05,0.0,0.0,26798.2,0.0,0.0,3,0,0,3,0,0,0,0,0,129833.95,0.0,0.0,131417.03999999998,0.0,0.0
MEM-10066,I,Xalak,,Sekhon,Xalak Sekhon,1988-06-03,,F,Unknown,Indian,UID-983641953301,Resident,Salaried,UNKNOWN,ACC_191809303558,86/17 Deep Chowk,Kaul Marg,Pudukkottai,Next to Temple,Nagaland,India,711986,H.No. 983 Mani Zila,Kari Nagar,Tirupati,Near School,Bihar,India,220271,Mobile,98090379459,,99156476387.0,xalak19@gmail.com,,2025-05-08,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10067,I,Pallavi,Krish,Saxena,Pallavi Saxena,1999-12-21,,F,Single,Indian,UID-190831165798,Resident,Salaried,SSC,ACC_302184705377,38 Sahota Street,Buch Path,Bhind,,Kerala,India,534584,59/33- Lalla Road,Krishna Circle,Gandhidham,Near School,Bihar,India,58924,Mobile,99849633901,Home,,pallavi89@hotmail.com,,2024-12-22,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,759472.16,0.0,0.0,6298.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10068,I,Hiral,Hemal,Lal,Hiral Lal,1989-01-12,2024-05-30,F,Single,Indian,VOTER-C744642,Resident,Business,GRADUATE,ACC_117518441618,621- Mand Street,Raj Street,Aizawl,Next to Temple,Punjab,India,554693,326 Bajwa Street,Tailor Marg,Loni,Behind Mall,Tamil Nadu,India,360383,Mobile,99875722116,Home,,hiral91@yahoo.com,,2025-03-10,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,529986.2,617632.3,0.0,3448.88,31733.89,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10069,I,Nandini,,Mohan,Nandini Mohan,1990-10-01,,F,Widowed,Indian,AADHAR-3974-2648-3755,Resident,Salaried,POST_GRAD,ACC_270278577561,77/94 Kannan Path,Jaggi,Jaipur,Opposite Park,Manipur,India,722720,48/314 Palla Zila,Sangha Marg,Aurangabad,Next to Bank,Goa,India,929918,Mobile,97192701071,Home,99042675212.0,nandini52@gmail.com,,2025-09-21,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,397418.57,0.0,0.0,14272.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10070,I,Shivansh,Ucchal,Kar,Shivansh Kar,1970-10-16,,M,Unknown,Indian,VOTER-A450333,Resident,Retired,HSC,ACC_068685106545,69/111 Joshi,Aurora Path,Imphal,Near Metro Station,Himachal Pradesh,India,135193,37/09- Kashyap Ganj,Raman Zila,Kulti,Next to Bank,Tamil Nadu,India,742674,Mobile,99976318477,Office,,shivansh87@rediffmail.com,,2025-03-25,2025-10-27,2025-10-27,0,1,0,0,0,0,0,1,0,0.0,546865.97,0.0,0.0,9405.87,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10071,I,Radha,Kevin,Sawhney,Radha Sawhney,1960-02-23,,F,Widowed,Indian,AADHAR-1141-5098-5726,Resident,Retired,POST_GRAD,ACC_684153495997,21- Dora Circle,Bansal Circle,Rajpur Sonarpur,,Nagaland,India,15858,77 Nath Ganj,Kapur Zila,Ludhiana,Behind Mall,Punjab,India,78979,Mobile,99667791231,,,radha55@rediffmail.com,usagar@example.com,2024-12-09,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,383413.48,0.0,0.0,4123.2,0.0,0.0,2,0,0,1,0,0,1,0,0,73209.41,0.0,0.0,59518.69,0.0,0.0
MEM-10072,I,Harrison,Ijaya,Nagi,Harrison Nagi,1975-03-26,2024-10-06,M,Single,Indian,VOTER-E133855,Resident,Retired,HSC,ACC_948467660054,85 Mall Chowk,Pradhan Circle,Durgapur,Near Metro Station,Punjab,India,746684,H.No. 710 Palla Chowk,Divan Street,Jehanabad,Next to Bank,Sikkim,India,903192,Mobile,98811442190,,,harrison13@hotmail.com,balendra06@example.com,2025-07-14,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,396087.32,0.0,0.0,21778.64,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10073,I,Girindra,Ekaraj,Mani,Girindra Mani,1961-06-20,,M,Divorced,Indian,UID-504373037813,Resident,Retired,POST_GRAD,ACC_765887463449,95/134 Chandran Zila,Narain Ganj,Nagaon,Next to Temple,Mizoram,India,193854,H.No. 42- Rajagopalan Nagar,Chad Road,Ambattur,Near School,Uttarakhand,India,489602,Mobile,98061444021,,,girindra68@rediffmail.com,sandalmitesh@example.com,2025-04-03,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10074,I,Jairaj,Isaac,Venkataraman,Jairaj Venkataraman,1998-03-18,,M,Married,Indian,VOTER-B322309,NRI,Business,HSC,ACC_388885895307,H.No. 759 Sachar,Kale Road,Pune,Next to Temple,Karnataka,India,53027,56/58- Pai Nagar,Venkatesh Nagar,Raipur,Next to Bank,Rajasthan,India,616016,Mobile,99130623058,Home,99124376006.0,jairaj11@outlook.co.in,,2025-10-15,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,760537.53,0.0,0.0,30956.52,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10075,I,Yasti,Dalaja,Keer,Yasti Keer,1985-10-30,,F,Divorced,Indian,VOTER-A338877,Resident,Salaried,UNKNOWN,ACC_900730990627,H.No. 040 Dutt Nagar,Suri Circle,Nagaon,,Andhra Pradesh,India,524830,H.No. 11 Vohra Path,Raja Street,Kamarhati,Next to Bank,Sikkim,India,598282,Mobile,99652293664,,97401866807.0,yasti65@gmail.com,timothy54@example.net,2025-04-24,2025-10-27,2025-10-27,0,1,0,0,0,0,0,1,0,0.0,438772.23,0.0,0.0,18172.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10076,I,Yachana,Tejas,Barad,Yachana Barad,1975-04-22,,F,Single,Indian,VOTER-A890253,Resident,Retired,POST_GRAD,ACC_019438164369,11/680 Korpal Marg,Dugar Path,Muzaffarpur,,Bihar,India,314471,29/02- Kashyap,Mukherjee Nagar,Ambala,Near School,West Bengal,India,339430,Mobile,98849523051,,,yachana61@rediffmail.com,,2025-09-23,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10077,I,Bishakha,,Bora,Bishakha Bora,1959-11-13,,F,Single,Indian,VOTER-B865162,Resident,Retired,UNKNOWN,ACC_486418787,H.No. 84 Murty Path,Khosla Circle,Farrukhabad,Opposite Park,Haryana,India,49129,62- Rai Chowk,Dixit Circle,Pune,Near School,Chhattisgarh,India,118875,Mobile,9100434489,Office,98024979059.0,bishakha46@outlook.co.in,,2025-02-17,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,835537.57,0.0,0.0,7849.959999999999,0.0,0.0,5,0,0,4,0,0,1,0,0,245780.43999999997,0.0,0.0,238491.4,0.0,0.0
MEM-10078,I,Omkaar,Zansi,Som,Omkaar Som,1977-09-21,,M,Single,Indian,AADHAR-5951-6698-3389,Foreigner,Business,SSC,ACC_924889884891,H.No. 30- Chakraborty Ganj,Shenoy Marg,Kumbakonam,Near Metro Station,Punjab,India,709630,40/20 Choudhary Chowk,Chada Marg,Gangtok,,Punjab,India,518487,Mobile,99058878148,,98011180944.0,omkaar54@hotmail.com,,2025-01-16,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10079,I,Xiti,,Varkey,Xiti Varkey,1969-09-13,,F,Widowed,Indian,UID-717512811269,NRI,Retired,POST_GRAD,ACC_511335713723,H.No. 967- Thakkar Street,Kala Ganj,Bhagalpur,Next to Temple,Kerala,India,765961,H.No. 181 Tiwari Circle,Bains Zila,Phusro,Behind Mall,Odisha,India,607549,Mobile,97260172961,Home,,xiti16@rediffmail.com,purohitkrishna@example.org,2025-03-31,2025-10-27,2025-10-27,1,1,0,1,0,0,1,0,0,441509.03,977330.33,0.0,3037.52,23444.88,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10080,I,Samuel,,Bali,Samuel Bali,1998-02-04,,M,Widowed,Indian,AADHAR-1571-6653-9251,NRI,Salaried,POST_GRAD,ACC_513686541094,H.No. 50- Saran Path,Balasubramanian Road,Darbhanga,Next to Temple,Telangana,India,751377,H.No. 515- Grover Circle,Sehgal Circle,Nizamabad,Behind Mall,Tripura,India,707877,Mobile,99662114880,,98041369165.0,samuel59@yahoo.com,,2025-09-13,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,735304.81,0.0,0.0,13592.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
